time_ms,x,y,z,yaw_deg,sp_x,sp_y,sp_z,sp_yaw_deg
3556.36,0.062464,0.085171,0.005114,0.0000,0.185410,0.570634,0.000000,0.0000
3561.79,0.062124,0.086366,0.005097,0.0000,0.185410,0.570634,0.000000,0.0000
3567.34,0.061880,0.087654,0.004983,0.0000,0.185410,0.570634,0.000000,0.0000
3572.67,0.061880,0.087654,0.004983,0.0000,0.185410,0.570634,0.000000,0.0000
3578.10,0.061723,0.089142,0.004912,0.0000,0.185410,0.570634,0.000000,0.0000
3583.45,0.061587,0.090617,0.004789,0.0000,0.185410,0.570634,0.000000,0.0000
3588.81,0.061587,0.090617,0.004789,0.0000,0.185410,0.570634,0.000000,0.0000
3594.16,0.061448,0.092149,0.004682,0.0000,0.185410,0.570634,0.000000,0.0000
3599.93,0.061450,0.093814,0.004568,0.0000,0.185410,0.570634,0.000000,0.0000
3605.24,0.061450,0.093814,0.004568,0.0000,0.185410,0.570634,0.000000,0.0000
3610.62,0.061588,0.095583,0.004478,0.0000,0.185410,0.570634,0.000000,0.0000
3616.00,0.061588,0.095583,0.004478,0.0000,0.185410,0.570634,0.000000,0.0000
3621.35,0.061771,0.097464,0.004401,0.0000,0.185410,0.570634,0.000000,0.0000
3626.70,0.061984,0.099395,0.004303,0.0000,0.185410,0.570634,0.000000,0.0000
3632.05,0.061984,0.099395,0.004303,0.0000,0.185410,0.570634,0.000000,0.0000
3637.41,0.062314,0.101425,0.004242,0.0000,0.185410,0.570634,0.000000,0.0000
3642.73,0.062582,0.103511,0.004074,0.0000,0.185410,0.570634,0.000000,0.0000
3648.06,0.062582,0.103511,0.004074,0.0000,0.185410,0.570634,0.000000,0.0000
3653.80,0.063070,0.105792,0.003972,0.0000,0.185410,0.570634,0.000000,0.0000
3659.20,0.063626,0.108024,0.003847,0.0000,0.185410,0.570634,0.000000,0.0000
3664.66,0.063626,0.108024,0.003847,0.0000,0.185410,0.570634,0.000000,0.0000
3670.14,0.064180,0.110423,0.003791,0.0000,0.185410,0.570634,0.000000,0.0000
3675.52,0.064895,0.112978,0.003680,0.0000,0.185410,0.570634,0.000000,0.0000
3680.86,0.064895,0.112978,0.003680,0.0000,0.185410,0.570634,0.000000,0.0000
3686.50,0.065652,0.115572,0.003680,0.0000,0.185410,0.570634,0.000000,0.0000
3691.87,0.066339,0.118199,0.003494,0.0000,0.185410,0.570634,0.000000,0.0000
3697.20,0.066339,0.118199,0.003494,0.0000,0.185410,0.570634,0.000000,0.0000
3702.87,0.067249,0.120884,0.003401,0.0000,0.185410,0.570634,0.000000,0.0000
3708.33,0.068194,0.123667,0.003271,0.0000,0.185410,0.570634,0.000000,0.0000
3713.70,0.068194,0.123667,0.003271,0.0000,0.185410,0.570634,0.000000,0.0000
3719.30,0.069204,0.126571,0.003283,0.0000,0.185410,0.570634,0.000000,0.0000
3724.69,0.070307,0.129540,0.003160,0.0000,0.185410,0.570634,0.000000,0.0000
3730.04,0.070307,0.129540,0.003160,0.0000,0.185410,0.570634,0.000000,0.0000
3735.37,0.071436,0.132566,0.003131,0.0000,0.185410,0.570634,0.000000,0.0000
3740.73,0.071436,0.132566,0.003131,0.0000,0.185410,0.570634,0.000000,0.0000
3746.10,0.072581,0.135612,0.002958,0.0000,0.185410,0.570634,0.000000,0.0000
3751.67,0.073816,0.138777,0.003007,0.0000,0.185410,0.570634,0.000000,0.0000
3757.08,0.073816,0.138777,0.003007,0.0000,0.185410,0.570634,0.000000,0.0000
3762.51,0.075189,0.141999,0.002964,0.0000,0.185410,0.570634,0.000000,0.0000
3767.88,0.076594,0.145306,0.002891,0.0000,0.185410,0.570634,0.000000,0.0000
3773.24,0.076594,0.145306,0.002891,0.0000,0.185410,0.570634,0.000000,0.0000
3778.69,0.078017,0.148645,0.002951,0.0000,0.185410,0.570634,0.000000,0.0000
3784.18,0.079535,0.152029,0.002909,0.0000,0.185410,0.570634,0.000000,0.0000
3789.48,0.079535,0.152029,0.002909,0.0000,0.185410,0.570634,0.000000,0.0000
3794.81,0.081097,0.155482,0.002904,0.0000,0.185410,0.570634,0.000000,0.0000
3800.16,0.082648,0.159003,0.003014,0.0000,0.185410,0.570634,0.000000,0.0000
3806.17,0.082648,0.159003,0.003014,0.0000,0.185410,0.570634,0.000000,0.0000
3811.48,0.084259,0.162629,0.002963,0.0000,0.185410,0.570634,0.000000,0.0000
3816.82,0.085915,0.166265,0.003047,0.0000,0.185410,0.570634,0.000000,0.0000
3822.16,0.085915,0.166265,0.003047,0.0000,0.185410,0.570634,0.000000,0.0000
3827.48,0.087537,0.169834,0.003132,0.0000,0.185410,0.570634,0.000000,0.0000
3833.00,0.089302,0.173536,0.003118,0.0000,0.185410,0.570634,0.000000,0.0000
3838.36,0.089302,0.173536,0.003118,0.0000,0.185410,0.570634,0.000000,0.0000
3843.79,0.090981,0.177311,0.003238,0.0000,0.185410,0.570634,0.000000,0.0000
3849.17,0.090981,0.177311,0.003238,0.0000,0.185410,0.570634,0.000000,0.0000
3854.51,0.092751,0.181084,0.003289,0.0000,0.185410,0.570634,0.000000,0.0000
3859.89,0.094507,0.184882,0.003405,0.0000,0.185410,0.570634,0.000000,0.0000
3865.30,0.094507,0.184882,0.003405,0.0000,0.185410,0.570634,0.000000,0.0000
3870.75,0.096268,0.188696,0.003487,0.0000,0.185410,0.570634,0.000000,0.0000
3876.08,0.098175,0.192655,0.003519,0.0000,0.185410,0.570634,0.000000,0.0000
3881.41,0.098175,0.192655,0.003519,0.0000,0.185410,0.570634,0.000000,0.0000
3886.75,0.099933,0.196448,0.003730,0.0000,0.185410,0.570634,0.000000,0.0000
3892.22,0.101790,0.200323,0.003769,0.0000,0.185410,0.570634,0.000000,0.0000
3897.57,0.101790,0.200323,0.003769,0.0000,0.185410,0.570634,0.000000,0.0000
3902.93,0.103654,0.204367,0.003907,0.0000,0.185410,0.570634,0.000000,0.0000
3908.57,0.105410,0.208251,0.004010,0.0000,0.185410,0.570634,0.000000,0.0000
3913.93,0.105410,0.208251,0.004010,0.0000,0.185410,0.570634,0.000000,0.0000
3919.50,0.107292,0.212173,0.004125,0.0000,0.185410,0.570634,0.000000,0.0000
3924.84,0.109144,0.216068,0.004246,0.0000,0.185410,0.570634,0.000000,0.0000
3930.18,0.109144,0.216068,0.004246,0.0000,0.185410,0.570634,0.000000,0.0000
3935.49,0.111017,0.220017,0.004304,0.0000,0.185410,0.570634,0.000000,0.0000
3940.81,0.111017,0.220017,0.004304,0.0000,0.185410,0.570634,0.000000,0.0000
3946.16,0.112886,0.224012,0.004484,0.0000,0.185410,0.570634,0.000000,0.0000
3951.52,0.114661,0.227949,0.004549,0.0000,0.185410,0.570634,0.000000,0.0000
3956.85,0.114661,0.227949,0.004549,0.0000,0.185410,0.570634,0.000000,0.0000
3962.20,0.116433,0.231923,0.004703,0.0000,0.185410,0.570634,0.000000,0.0000
3967.57,0.118240,0.235954,0.004847,0.0000,0.185410,0.570634,0.000000,0.0000
3972.93,0.118240,0.235954,0.004847,0.0000,0.185410,0.570634,0.000000,0.0000
3978.24,0.119983,0.239917,0.005004,0.0000,0.185410,0.570634,0.000000,0.0000
3983.57,0.121795,0.243845,0.005091,0.0000,0.185410,0.570634,0.000000,0.0000
3988.93,0.121795,0.243845,0.005091,0.0000,0.185410,0.570634,0.000000,0.0000
3994.50,0.123473,0.247774,0.005227,0.0000,0.185410,0.570634,0.000000,0.0000
3999.83,0.125167,0.251688,0.005319,0.0000,0.185410,0.570634,0.000000,0.0000
4005.15,0.125167,0.251688,0.005319,0.0000,0.185410,0.570634,0.000000,0.0000
4010.78,0.126731,0.255486,0.005367,0.0000,0.185410,0.570634,0.000000,0.0000
4016.38,0.128415,0.259504,0.005455,0.0000,0.185410,0.570634,0.000000,0.0000
4021.87,0.128415,0.259504,0.005455,0.0000,0.185410,0.570634,0.000000,0.0000
4027.27,0.129951,0.263301,0.005547,0.0000,0.185410,0.570634,0.000000,0.0000
4032.59,0.129951,0.263301,0.005547,0.0000,0.185410,0.570634,0.000000,0.0000
4038.01,0.131516,0.267211,0.005608,0.0000,0.185410,0.570634,0.000000,0.0000
4043.38,0.133062,0.271043,0.005645,0.0000,0.185410,0.570634,0.000000,0.0000
4048.72,0.133062,0.271043,0.005645,0.0000,0.185410,0.570634,0.000000,0.0000
4054.21,0.134581,0.274856,0.005703,0.0000,0.185410,0.570634,0.000000,0.0000
4059.62,0.136148,0.278597,0.005782,0.0000,0.185410,0.570634,0.000000,0.0000
4065.05,0.136148,0.278597,0.005782,0.0000,0.185410,0.570634,0.000000,0.0000
4070.43,0.137526,0.282277,0.005816,0.0000,0.185410,0.570634,0.000000,0.0000
4075.77,0.138983,0.286032,0.005789,0.0000,0.185410,0.570634,0.000000,0.0000
4081.11,0.138983,0.286032,0.005789,0.0000,0.185410,0.570634,0.000000,0.0000
4086.43,0.140302,0.289752,0.005895,0.0000,0.185410,0.570634,0.000000,0.0000
4091.81,0.141555,0.293361,0.005905,0.0000,0.185410,0.570634,0.000000,0.0000
4097.15,0.141555,0.293361,0.005905,0.0000,0.185410,0.570634,0.000000,0.0000
4102.50,0.142753,0.296965,0.005852,0.0000,0.185410,0.570634,0.000000,0.0000
4108.05,0.143904,0.300522,0.005891,0.0000,0.185410,0.570634,0.000000,0.0000
4113.74,0.143904,0.300522,0.005891,0.0000,0.185410,0.570634,0.000000,0.0000
4119.08,0.145018,0.304084,0.005905,0.0000,0.185410,0.570634,0.000000,0.0000
4124.66,0.146153,0.307632,0.005922,0.0000,0.185410,0.570634,0.000000,0.0000
4130.16,0.146153,0.307632,0.005922,0.0000,0.185410,0.570634,0.000000,0.0000
4135.51,0.147201,0.311177,0.005900,0.0000,0.185410,0.570634,0.000000,0.0000
4140.85,0.147201,0.311177,0.005900,0.0000,0.185410,0.570634,0.000000,0.0000
4146.18,0.148207,0.314595,0.005922,0.0000,0.185410,0.570634,0.000000,0.0000
4151.53,0.149185,0.318060,0.005933,0.0000,0.185410,0.570634,0.000000,0.0000
4156.91,0.149185,0.318060,0.005933,0.0000,0.185410,0.570634,0.000000,0.0000
4162.31,0.150061,0.321460,0.005917,0.0000,0.185410,0.570634,0.000000,0.0000
4167.66,0.150878,0.324839,0.005866,0.0000,0.185410,0.570634,0.000000,0.0000
4173.08,0.150878,0.324839,0.005866,0.0000,0.185410,0.570634,0.000000,0.0000
4178.43,0.151684,0.328164,0.005892,0.0000,0.185410,0.570634,0.000000,0.0000
4183.78,0.152444,0.331426,0.005936,0.0000,0.185410,0.570634,0.000000,0.0000
4189.11,0.152444,0.331426,0.005936,0.0000,0.185410,0.570634,0.000000,0.0000
4194.42,0.153158,0.334680,0.005897,0.0000,0.185410,0.570634,0.000000,0.0000
4199.82,0.153867,0.337886,0.005859,0.0000,0.185410,0.570634,0.000000,0.0000
4205.17,0.153867,0.337886,0.005859,0.0000,0.185410,0.570634,0.000000,0.0000
4210.49,0.154412,0.341036,0.005823,0.0000,0.185410,0.570634,0.000000,0.0000
4216.50,0.155034,0.344151,0.005757,0.0000,0.185410,0.570634,0.000000,0.0000
4221.84,0.155034,0.344151,0.005757,0.0000,0.185410,0.570634,0.000000,0.0000
4227.18,0.155643,0.347234,0.005800,0.0000,0.185410,0.570634,0.000000,0.0000
4232.65,0.156069,0.350208,0.005786,0.0000,0.185410,0.570634,0.000000,0.0000
4238.36,0.156069,0.350208,0.005786,0.0000,0.185410,0.570634,0.000000,0.0000
4243.72,0.156578,0.353254,0.005769,0.0000,0.185410,0.570634,0.000000,0.0000
4249.09,0.156578,0.353254,0.005769,0.0000,0.185410,0.570634,0.000000,0.0000
4254.44,0.157061,0.356182,0.005781,0.0000,0.185410,0.570634,0.000000,0.0000
4259.77,0.157384,0.359137,0.005733,0.0000,0.185410,0.570634,0.000000,0.0000
4265.17,0.157384,0.359137,0.005733,0.0000,0.185410,0.570634,0.000000,0.0000
4270.48,0.157707,0.362112,0.005777,0.0000,0.185410,0.570634,0.000000,0.0000
4275.84,0.157953,0.364918,0.005744,0.0000,0.185410,0.570634,0.000000,0.0000
4281.27,0.157953,0.364918,0.005744,0.0000,0.185410,0.570634,0.000000,0.0000
4286.62,0.158257,0.367757,0.005730,0.0000,0.185410,0.570634,0.000000,0.0000
4291.95,0.158447,0.370658,0.005718,0.0000,0.185410,0.570634,0.000000,0.0000
4297.63,0.158447,0.370658,0.005718,0.0000,0.185410,0.570634,0.000000,0.0000
4302.98,0.158630,0.373430,0.005744,0.0000,0.185410,0.570634,0.000000,0.0000
4308.39,0.158738,0.376167,0.005714,0.0000,0.185410,0.570634,0.000000,0.0000
4313.75,0.158738,0.376167,0.005714,0.0000,0.185410,0.570634,0.000000,0.0000
4319.16,0.158871,0.378882,0.005755,0.0000,0.185410,0.570634,0.000000,0.0000
4324.51,0.158867,0.381574,0.005700,0.0000,0.185410,0.570634,0.000000,0.0000
4329.94,0.158867,0.381574,0.005700,0.0000,0.185410,0.570634,0.000000,0.0000
4335.30,0.158945,0.384266,0.005817,0.0000,0.185410,0.570634,0.000000,0.0000
4340.74,0.158945,0.384266,0.005817,0.0000,0.185410,0.570634,0.000000,0.0000
4346.06,0.158945,0.384266,0.005817,0.0000,0.185410,0.570634,0.000000,0.0000
4351.44,0.158958,0.389509,0.005817,0.0000,0.185410,0.570634,0.000000,0.0000
4356.79,0.158958,0.389509,0.005817,0.0000,0.185410,0.570634,0.000000,0.0000
4362.30,0.158988,0.392109,0.005843,0.0000,0.185410,0.570634,0.000000,0.0000
4367.64,0.158895,0.394653,0.005855,0.0000,0.185410,0.570634,0.000000,0.0000
4373.03,0.158895,0.394653,0.005855,0.0000,0.185410,0.570634,0.000000,0.0000
4378.42,0.158850,0.397240,0.005852,0.0000,0.185410,0.570634,0.000000,0.0000
4383.91,0.158769,0.399822,0.005920,0.0000,0.185410,0.570634,0.000000,0.0000
4389.24,0.158769,0.399822,0.005920,0.0000,0.185410,0.570634,0.000000,0.0000
4394.59,0.158638,0.402351,0.005928,0.0000,0.185410,0.570634,0.000000,0.0000
4400.42,0.158537,0.404834,0.005908,0.0000,0.185410,0.570634,0.000000,0.0000
4405.75,0.158537,0.404834,0.005908,0.0000,0.185410,0.570634,0.000000,0.0000
4411.30,0.158380,0.407270,0.005959,0.0000,0.185410,0.570634,0.000000,0.0000
4416.69,0.158223,0.409735,0.005906,0.0000,0.185410,0.570634,0.000000,0.0000
4422.03,0.158223,0.409735,0.005906,0.0000,0.185410,0.570634,0.000000,0.0000
4427.42,0.158112,0.412221,0.005960,0.0000,0.185410,0.570634,0.000000,0.0000
4432.91,0.157848,0.414669,0.005910,0.0000,0.185410,0.570634,0.000000,0.0000
4438.31,0.157848,0.414669,0.005910,0.0000,0.185410,0.570634,0.000000,0.0000
4443.69,0.157707,0.417148,0.005923,0.0000,0.185410,0.570634,0.000000,0.0000
4449.08,0.157707,0.417148,0.005923,0.0000,0.185410,0.570634,0.000000,0.0000
4454.43,0.157536,0.419512,0.005924,0.0000,0.185410,0.570634,0.000000,0.0000
4459.79,0.157433,0.421872,0.005887,0.0000,0.185410,0.570634,0.000000,0.0000
4465.13,0.157433,0.421872,0.005887,0.0000,0.185410,0.570634,0.000000,0.0000
4470.48,0.157284,0.424275,0.005893,0.0000,0.185410,0.570634,0.000000,0.0000
4475.89,0.157078,0.426611,0.005861,0.0000,0.185410,0.570634,0.000000,0.0000
4481.24,0.157078,0.426611,0.005861,0.0000,0.185410,0.570634,0.000000,0.0000
4486.70,0.156919,0.429075,0.005867,0.0000,0.185410,0.570634,0.000000,0.0000
4492.03,0.156791,0.431464,0.005803,0.0000,0.185410,0.570634,0.000000,0.0000
4497.37,0.156791,0.431464,0.005803,0.0000,0.185410,0.570634,0.000000,0.0000
4502.85,0.156609,0.433837,0.005824,0.0000,0.185410,0.570634,0.000000,0.0000
4508.20,0.156468,0.436208,0.005800,0.0000,0.185410,0.570634,0.000000,0.0000
4513.66,0.156468,0.436208,0.005800,0.0000,0.185410,0.570634,0.000000,0.0000
4519.04,0.156246,0.438580,0.005792,0.0000,0.185410,0.570634,0.000000,0.0000
4524.36,0.156246,0.438580,0.005792,0.0000,0.185410,0.570634,0.000000,0.0000
4529.71,0.156183,0.440958,0.005774,0.0000,0.185410,0.570634,0.000000,0.0000
4535.05,0.156013,0.443307,0.005774,0.0000,0.185410,0.570634,0.000000,0.0000
4540.47,0.156013,0.443307,0.005774,0.0000,0.185410,0.570634,0.000000,0.0000
4545.85,0.155951,0.445591,0.005697,0.0000,0.185410,0.570634,0.000000,0.0000
4551.18,0.155874,0.447959,0.005674,0.0000,0.185410,0.570634,0.000000,0.0000
4556.50,0.155874,0.447959,0.005674,0.0000,0.185410,0.570634,0.000000,0.0000
4561.86,0.155767,0.450248,0.005680,0.0000,0.185410,0.570634,0.000000,0.0000
4567.61,0.155749,0.452597,0.005637,0.0000,0.185410,0.570634,0.000000,0.0000
4572.94,0.155749,0.452597,0.005637,0.0000,0.185410,0.570634,0.000000,0.0000
4578.31,0.155714,0.454806,0.005573,0.0000,0.185410,0.570634,0.000000,0.0000
4583.66,0.155636,0.457111,0.005517,0.0000,0.185410,0.570634,0.000000,0.0000
4588.99,0.155636,0.457111,0.005517,0.0000,0.185410,0.570634,0.000000,0.0000
4594.61,0.155638,0.459446,0.005463,0.0000,0.185410,0.570634,0.000000,0.0000
4600.00,0.155665,0.461653,0.005427,0.0000,0.185410,0.570634,0.000000,0.0000
4605.42,0.155665,0.461653,0.005427,0.0000,0.185410,0.570634,0.000000,0.0000
4610.78,0.155738,0.464005,0.005347,0.0000,0.185410,0.570634,0.000000,0.0000
4616.50,0.155779,0.466288,0.005278,0.0000,0.185410,0.570634,0.000000,0.0000
4621.99,0.155779,0.466288,0.005278,0.0000,0.185410,0.570634,0.000000,0.0000
4627.38,0.155845,0.468523,0.005213,0.0000,0.185410,0.570634,0.000000,0.0000
4632.86,0.155990,0.470741,0.005099,0.0000,0.185410,0.570634,0.000000,0.0000
4638.24,0.155990,0.470741,0.005099,0.0000,0.185410,0.570634,0.000000,0.0000
